probe,"['thăm dò', 'cái que thăm', 'sự điều tra', 'dò', 'đầu dò', 'cái dò', 'cái thông', 'cực dò', 'máy dò', 'sự thăm dò', 'điều tra']"
visit,"['thăm', 'đi thăm', 'đến', 'sự thăm hỏi', 'thăm viếng', 'đến thăm', 'chuyến ghé thăm', 'chuyến thăm viếng', 'chuyến viếng thăm', 'cuộc thăm nom', 'cuộc thăm viếng', 'ghé', 'phạt', 'ban cho', 'giáng xuống', 'hay đến', 'hoành hành', 'khám xét', 'kiến tập', 'kiểm tra', 'lan tràn', 'sự khám bệnh', 'sự khám xét', 'sự tham quan', 'sự thăm bệnh', 'sự thăm viếng', 'sự đi thăm', 'sự đến khám', 'tham quan', 'thanh tra', 'thăm hỏi', 'thời gian ở lại thăm', 'trừng phạt', 'viếng thăm', 'yết kiến', 'đi thăm hỏi', 'đi đến', 'ở chơi']"
deep,"['sâu', 'trầm', 'sâu sắc', 'sẫm', 'đậm', 'thắm', 'sâu kín', 'sâu xa', 'thâm trầm', 'nặng', 'say', 'dày', 'nhiều', 'chìm đắm vào', 'hõm', 'thâm sâu', 'thẳm', 'hoắm', 'muộn', 'thẫm', 'giữa', 'khuya', 'nghịt', 'láu', 'biển cả', 'bí ẩn', 'cao thâm', 'hết sức', 'khó hiểu', 'khó lường', 'khôn ngoan', 'miệt mài', 'mải mê', 'ngập sâu vào', 'nơi sâu kín', 'nồng nàn', 'ranh mãnh', 'sâu nặng', 'sâu đậm', 'thâm hiểm', 'thâm thùng', 'thâm tâm', 'vô cùng', 'vực sâu', 'vực thẳm', 'đáy lòng', 'đắm mình vào', 'ồ ồ', 'thâm', 'chiều sâu', 'sâu lắng']"
visiting,"['sự thăm hỏi', 'sự thăm viếng', 'thăm viếng', 'đang thăm']"
visit,"['thăm', 'đi thăm', 'đến', 'sự thăm hỏi', 'thăm viếng', 'đến thăm', 'chuyến ghé thăm', 'chuyến thăm viếng', 'chuyến viếng thăm', 'cuộc thăm nom', 'cuộc thăm viếng', 'ghé', 'phạt', 'ban cho', 'giáng xuống', 'hay đến', 'hoành hành', 'khám xét', 'kiến tập', 'kiểm tra', 'lan tràn', 'sự khám bệnh', 'sự khám xét', 'sự tham quan', 'sự thăm bệnh', 'sự thăm viếng', 'sự đi thăm', 'sự đến khám', 'tham quan', 'thanh tra', 'thăm hỏi', 'thời gian ở lại thăm', 'trừng phạt', 'viếng thăm', 'yết kiến', 'đi thăm hỏi', 'đi đến', 'ở chơi']"
deep,"['sâu', 'trầm', 'sâu sắc', 'sẫm', 'đậm', 'thắm', 'sâu kín', 'sâu xa', 'thâm trầm', 'nặng', 'say', 'dày', 'nhiều', 'chìm đắm vào', 'hõm', 'thâm sâu', 'thẳm', 'hoắm', 'muộn', 'thẫm', 'giữa', 'khuya', 'nghịt', 'láu', 'biển cả', 'bí ẩn', 'cao thâm', 'hết sức', 'khó hiểu', 'khó lường', 'khôn ngoan', 'miệt mài', 'mải mê', 'ngập sâu vào', 'nơi sâu kín', 'nồng nàn', 'ranh mãnh', 'sâu nặng', 'sâu đậm', 'thâm hiểm', 'thâm thùng', 'thâm tâm', 'vô cùng', 'vực sâu', 'vực thẳm', 'đáy lòng', 'đắm mình vào', 'ồ ồ', 'thâm', 'chiều sâu', 'sâu lắng']"
love,"['yêu', 'tình yêu', 'người yêu', 'cưng', 'không', 'ái tình', 'lãng mạn', 'mối tình', 'thương', 'Hàn Quốc', 'Hồng Đoan', 'hóa đá', 'người', 'sự yêu thích', 'trái tim', 'trái tim hóa đá', 'tình', 'yêu thích', 'yêu thương, mến, tình yêu', 'Đồng Tháp', 'thích', 'vật đáng yêu', 'mến', 'mợ', 'bể ái', 'bố già', 'diễm tình', 'luyến ái', 'lòng yêu', 'người tình', 'người đáng yêu', 'thần ái tình', 'tình thương', 'yêu mến', 'yêu đương', 'ưa thích', 'luyến', 'say mê', 'tiếng Thái Lan']"
warmly,"['nhiệt liệt', 'thân thiện']"
loin,"['chỗ thắt lưng', 'khố', 'cật', 'miếng thịt lưng']"
lizard,"['con thằn lằn', 'thằn lằn', 'rắn mối', 'Thằn lằn']"
Thang,['cannot found']
Balance,"['Cân bằng', 'số dư', 'cán cân', 'sự cân bằng', 'thăng bằng', 'hộn', 'bù trừ', 'bản quyết toán', 'châm chước', 'cung thiên bình', 'cân nhau', 'cân xứng', 'cân đối', 'do dự', 'lưỡng lự', 'quả lắc', 'quả lắc đồng hồ', 'sai ngạch', 'số còn lại', 'sự cân nhắc kỹ', 'sự cân xứng', 'toà thiên bình', 'đối trọng', 'Sai ngạch', 'giữ thăng bằng', 'sự thăng bằng']"
ascend road,['cannot found']
Thang Ha,['cannot found']
sublimation,"['sự thăng hoa', 'Thăng hoa', 'thăng hoa']"
promotion,"['sự khuyến khích', 'sự quảng cáo', 'sự thăng chức', 'sự xúc tiến', 'sự cho lên lớp', 'sự sáng lập', 'sự thăng cấp', 'sự đẩy mạnh', 'sự đề bạt', 'sự đề xướng', 'xúc tiến', 'đề bạt', 'Khuyến mại', 'khuyến mại']"
ascension,"['sự lên', 'sự tiến', 'sự tăng', 'Thăng thiên']"
promotion,"['sự khuyến khích', 'sự quảng cáo', 'sự thăng chức', 'sự xúc tiến', 'sự cho lên lớp', 'sự sáng lập', 'sự thăng cấp', 'sự đẩy mạnh', 'sự đề bạt', 'sự đề xướng', 'xúc tiến', 'đề bạt', 'Khuyến mại', 'khuyến mại']"
promotion,"['sự khuyến khích', 'sự quảng cáo', 'sự thăng chức', 'sự xúc tiến', 'sự cho lên lớp', 'sự sáng lập', 'sự thăng cấp', 'sự đẩy mạnh', 'sự đề bạt', 'sự đề xướng', 'xúc tiến', 'đề bạt', 'Khuyến mại', 'khuyến mại']"
ups and downs,['cannot found']
ups and downs,['cannot found']
guy,"['gã', 'anh chàng', 'chàng', 'dây', 'chàng trai', 'cậu', 'một kẻ', 'xích', 'chuồn', 'buộc bằng dây', 'bêu hình nộm', 'bù nhìn', 'chế giễu', 'lời nói giễu', 'lời nói đùa', 'lời pha trò', 'ngáo ộp', 'sự chuồn', 'thằng cha', 'xích lại', 'anh chàng, cô nàng', 'dây thừng']"
Thang bom,['cannot found']
father,"['cha', 'bố', 'ba', 'thầy', 'tía', 'cậu', 'người cha', 'áng', 'bọ', 'bác', 'cha cố', 'tổ tiên', 'ông tổ', 'Chúa', 'cụ', 'Thượng đế', 'bố vợ', 'cha đẻ', 'khai sinh', 'nghiêm phụ', 'nghiêm đường', 'người nhiều tuổi nhất', 'người sản sinh ra', 'người thầy', 'người đẻ ra', 'phụ thân', 'thánh sư', 'ông cụ', 'Cha', 'ông']"
uncle,"['chú', 'bác', 'cậu', 'dượng', 'bẩn', 'bẩn thỉu', 'dâm ô', 'không tinh khiết', 'ô trọc', 'chú/bác/cậu/dượng']"
straight,"['thẳng', 'ngay ngắn', 'ngay', 'đúng', 'suốt', 'băng', 'liên tục', 'sảnh', 'thẳng tuột', 'trực', 'đều', 'tuột', 'chân thật', 'chính xác', 'chỗ thẳng', 'hạo nhiên', 'ngay lập tức', 'sự thẳng', 'thẳng thắn', 'thẳng thừng', 'trực tiếp', 'đoạn thẳng', 'đúng đắn', 'phẳng', 'gọn gàng', 'nghiêm nghị', 'ngăn nắp', 'phiên âm', 'thật thà', 'trung thực']"
straight tape,['cannot found']
straight wing,['cannot found']
straight,"['thẳng', 'ngay ngắn', 'ngay', 'đúng', 'suốt', 'băng', 'liên tục', 'sảnh', 'thẳng tuột', 'trực', 'đều', 'tuột', 'chân thật', 'chính xác', 'chỗ thẳng', 'hạo nhiên', 'ngay lập tức', 'sự thẳng', 'thẳng thắn', 'thẳng thừng', 'trực tiếp', 'đoạn thẳng', 'đúng đắn', 'phẳng', 'gọn gàng', 'nghiêm nghị', 'ngăn nắp', 'phiên âm', 'thật thà', 'trung thực']"
straight,"['thẳng', 'ngay ngắn', 'ngay', 'đúng', 'suốt', 'băng', 'liên tục', 'sảnh', 'thẳng tuột', 'trực', 'đều', 'tuột', 'chân thật', 'chính xác', 'chỗ thẳng', 'hạo nhiên', 'ngay lập tức', 'sự thẳng', 'thẳng thắn', 'thẳng thừng', 'trực tiếp', 'đoạn thẳng', 'đúng đắn', 'phẳng', 'gọn gàng', 'nghiêm nghị', 'ngăn nắp', 'phiên âm', 'thật thà', 'trung thực']"
perpendicular,"['thẳng góc', 'dốc đứng', 'thẳng đứng', 'đứng', 'dây dọi', 'thước vuông góc', 'tiệc ăn đứng', 'trực giao', 'vuông góc', 'vị trí thẳng đứng', 'đường thẳng góc', 'đường trực giao', 'đường vuông góc', 'đứng ngay']"
straight,"['thẳng', 'ngay ngắn', 'ngay', 'đúng', 'suốt', 'băng', 'liên tục', 'sảnh', 'thẳng tuột', 'trực', 'đều', 'tuột', 'chân thật', 'chính xác', 'chỗ thẳng', 'hạo nhiên', 'ngay lập tức', 'sự thẳng', 'thẳng thắn', 'thẳng thừng', 'trực tiếp', 'đoạn thẳng', 'đúng đắn', 'phẳng', 'gọn gàng', 'nghiêm nghị', 'ngăn nắp', 'phiên âm', 'thật thà', 'trung thực']"
straight hand,['cannot found']
straight,"['thẳng', 'ngay ngắn', 'ngay', 'đúng', 'suốt', 'băng', 'liên tục', 'sảnh', 'thẳng tuột', 'trực', 'đều', 'tuột', 'chân thật', 'chính xác', 'chỗ thẳng', 'hạo nhiên', 'ngay lập tức', 'sự thẳng', 'thẳng thắn', 'thẳng thừng', 'trực tiếp', 'đoạn thẳng', 'đúng đắn', 'phẳng', 'gọn gàng', 'nghiêm nghị', 'ngăn nắp', 'phiên âm', 'thật thà', 'trung thực']"
straight,"['thẳng', 'ngay ngắn', 'ngay', 'đúng', 'suốt', 'băng', 'liên tục', 'sảnh', 'thẳng tuột', 'trực', 'đều', 'tuột', 'chân thật', 'chính xác', 'chỗ thẳng', 'hạo nhiên', 'ngay lập tức', 'sự thẳng', 'thẳng thắn', 'thẳng thừng', 'trực tiếp', 'đoạn thẳng', 'đúng đắn', 'phẳng', 'gọn gàng', 'nghiêm nghị', 'ngăn nắp', 'phiên âm', 'thật thà', 'trung thực']"
bluntly,"['không giữ ý tứ', 'lỗ mãng', 'toạc móng heo', 'tính thẳng thừng', 'thẳng thừng']"
win,"['thắng', 'đoạt', 'có được', 'thắng cuộc', 'giành', 'chiếm', 'đến', 'chinh phục', 'chiến thắng', 'hoang phế', 'hàng triệu người', 'kiếm được', 'lôi kéo', 'nhận được', 'sự thắng cuộc', 'thu phục', 'thu được', 'thuyết phục được', 'thắng trận', 'tranh thủ', 'đạt đến', 'tháng', 'thắng lợi', 'đạt được']"
win or lose,['cannot found']
win set,['cannot found']
scenic,['cannot found']
victory,"['thắng lợi', 'chiến thắng', 'thắng', 'vinh quang', 'sự chiến thắng', 'sự chế ngự được', 'sự khắc phục được', 'sự thắng cuộc']"
Victory,"['thắng lợi', 'chiến thắng', 'thắng', 'vinh quang', 'sự chiến thắng', 'sự chế ngự được', 'sự khắc phục được', 'sự thắng cuộc']"
side win,['cannot found']
prevail,"['chiếm ưu thế', 'khiến', 'lan khắp', 'lưu hành', 'phổ biến khắp', 'thuyết phục', 'thường xảy ra nhiều', 'thắng thế', 'thịnh hành']"
win,"['thắng', 'đoạt', 'có được', 'thắng cuộc', 'giành', 'chiếm', 'đến', 'chinh phục', 'chiến thắng', 'hoang phế', 'hàng triệu người', 'kiếm được', 'lôi kéo', 'nhận được', 'sự thắng cuộc', 'thu phục', 'thu được', 'thuyết phục được', 'thắng trận', 'tranh thủ', 'đạt đến', 'tháng', 'thắng lợi', 'đạt được']"
surplus,"['thừa', 'thặng dư', 'số thặng dư', 'số thừa', 'dư', 'dư thừa', 'số dôi', 'số dư', 'soá dö thöøa']"
excess,"['số dôi', 'số lượng vượt quá', 'sự quá mức', 'thừa', 'dư thừa', 'dộ nhọn', 'quá mức qui định', 'quá độ', 'số lượng hơn', 'sự dư thừa', 'sự hơn', 'sự làm quá đáng', 'sự thừa mứa', 'sự vượt', 'thừa ra', 'độ dôi', 'dư']"
lit,['cannot found']
tie,"['buộc', 'trói', 'thắt', 'cột', 'bó', 'ca vát', 'nối', 'cài', 'ca-vát', 'cà vạt', 'cà-vạt', 'kết quả hòa', 'mối buộc', 'sự buộc', 'trói, cột', 'dây', 'nơ', 'nút', 'nài', 'bím tóc', 'dây buộc', 'dây cột', 'dây giày', 'dây trói', 'dấu nối', 'giữ lại', 'hoà nhau', 'liên kết', 'mối ràng buộc', 'ngang phiếu', 'ngang điểm', 'quan hệ', 'rảng buộc', 'sự hạn chế', 'sự nang phiếu', 'sự ngang điểm', 'sự ràng buộc', 'trói buộc', 'tà vẹt đường ray', 'đặt dấu nối', 'kết', 'Dấu nối', 'sự liên kết']"
tie up,['cannot found']
gallows,"['giá treo cổ', 'giá xử giảo']"
bottom,"['đáy', 'đít', 'cuối', 'thấp nhất', 'dưới', 'tàu', 'mặt', 'khu', 'bản chất', 'bụng tàu', 'chạm đáy', 'cuối cùng', 'căn bản', 'căn cứ vào', 'cơ sở', 'dựa trên', 'làm đáy', 'mò xuống tận đáy;', 'ngọn nguồn', 'phần dưới cùng', 'sức chịu đựng', 'sức dai', 'đóng mặt', 'mông', 'mông đít']"
belt,"['dây lưng', 'dây nịt', 'thắt lưng', 'đai', 'dây curoa', 'quật bằng dây lưng', 'vành đai', 'dải', 'nịt', 'tighten', 'dây đai', 'vòng đai', 'đeo thắt lưng', 'đeo vào dây đai', 'Dây thắt lưng']"
knot,"['nút', 'gút', 'nhóm', 'mắt gỗ', 'nơ', 'đốt', 'u', 'khấc', 'nhíu', 'tốp', 'múi', 'buộc chặt bằng nút', 'cái bướu', 'cái đệm vai', 'cụm;', 'kết chặt', 'làm rối', 'làm rối beng', 'mối ràng buộc', 'thắt nút', 'thắt nút lại', 'thắt nơ', 'vấn đề khó khăn', 'điểm nút', 'điểm trung tâm', 'đầu mấu', 'đầu mối', 'kết', 'Nút dây', 'hải lý', 'nút dây', 'nút thắt']"
deep,"['sâu', 'trầm', 'sâu sắc', 'sẫm', 'đậm', 'thắm', 'sâu kín', 'sâu xa', 'thâm trầm', 'nặng', 'say', 'dày', 'nhiều', 'chìm đắm vào', 'hõm', 'thâm sâu', 'thẳm', 'hoắm', 'muộn', 'thẫm', 'giữa', 'khuya', 'nghịt', 'láu', 'biển cả', 'bí ẩn', 'cao thâm', 'hết sức', 'khó hiểu', 'khó lường', 'khôn ngoan', 'miệt mài', 'mải mê', 'ngập sâu vào', 'nơi sâu kín', 'nồng nàn', 'ranh mãnh', 'sâu nặng', 'sâu đậm', 'thâm hiểm', 'thâm thùng', 'thâm tâm', 'vô cùng', 'vực sâu', 'vực thẳm', 'đáy lòng', 'đắm mình vào', 'ồ ồ', 'thâm', 'chiều sâu', 'sâu lắng']"
phantom,"['bóng ma', 'ảo ảnh', 'hư ảo', 'ma', 'hão huyền', 'không có thực', 'ảo tưởng', 'ảo tượng']"
intensive farming,['cannot found']
inveterate,"['lâu năm', 'nặng căn', 'quen thân', 'thâm căn cố đế', 'ăn sâu']"
deep palace,['cannot found']
venomous,"['độc', 'nham hiểm', 'ác nghiệt', 'độc ác', 'chua cay', 'có nọc độc', 'độc địa']"
deep communication,['cannot found']
furtively,"['lén lút', 'ngấm ngầm']"
profound,"['sâu', 'sâu sắc', 'uyên thâm', 'sâu lắng', 'say', 'hoàn toàn', 'hết sức', 'rạp xuống', 'sát đất', 'sâu xa', 'sâu đậm', 'thâm thuý', 'thâm thùng', 'thăm thẳm', 'đậm']"
infiltrate,"['thâm nhập', 'rỉ qua', 'thâm nhiễm', 'xâm nhập']"
infiltrate,"['thâm nhập', 'rỉ qua', 'thâm nhiễm', 'xâm nhập']"
seniority,"['sự cao cấp hơn', 'sự nhiều tuổi hơn', 'sự thâm niên', 'thâm niên']"
dark circles,['cannot found']
deep paint with cup,['cannot found']
thanksgiving,"['lễ tạ ơn', 'sự tạ ơn']"
heart,"['tim', 'trái tim', 'lòng', 'tâm', 'cơ', 'trung tâm', 'hình trái tim', 'tình', 'cõi lòng', 'giữa trung tâm', 'lõi', 'nhiệt tình', 'nỗi lòng', '中心', '心', 'dạ', 'bụng', 'giữa', 'ruột', 'bóng vía', 'bầu tâm sự', 'bụng dạ', 'can trường', 'cảm tình', 'dũng khí', 'lá bài ""cơ""', 'lòng can đảm', 'lồng ngực', 'người thân yêu', 'người yêu quí', 'phần tinh tuý', 'quả tim', 'ruột gan', 'sự màu mỡ', 'sự nhiệt tâm', 'thực chất', 'tâm can', 'tâm huyết', 'tâm hồn', 'tình yêu thương', 'tấm lòng', 'vật hình tim', 'điểm chính', 'điểm chủ yếu', 'điểm mấu chốt', 'Tim']"
profound,"['sâu', 'sâu sắc', 'uyên thâm', 'sâu lắng', 'say', 'hoàn toàn', 'hết sức', 'rạp xuống', 'sát đất', 'sâu xa', 'sâu đậm', 'thâm thuý', 'thâm thùng', 'thăm thẳm', 'đậm']"
profound,"['sâu', 'sâu sắc', 'uyên thâm', 'sâu lắng', 'say', 'hoàn toàn', 'hết sức', 'rạp xuống', 'sát đất', 'sâu xa', 'sâu đậm', 'thâm thuý', 'thâm thùng', 'thăm thẳm', 'đậm']"
enmity,"['sự thù hằn', 'tình trạng thù địch', 'ác cảm', 'oán', 'cừu']"
profound,"['sâu', 'sâu sắc', 'uyên thâm', 'sâu lắng', 'say', 'hoàn toàn', 'hết sức', 'rạp xuống', 'sát đất', 'sâu xa', 'sâu đậm', 'thâm thuý', 'thâm thùng', 'thăm thẳm', 'đậm']"
bruised,['giập']
deep love,['cannot found']
deep,"['sâu', 'trầm', 'sâu sắc', 'sẫm', 'đậm', 'thắm', 'sâu kín', 'sâu xa', 'thâm trầm', 'nặng', 'say', 'dày', 'nhiều', 'chìm đắm vào', 'hõm', 'thâm sâu', 'thẳm', 'hoắm', 'muộn', 'thẫm', 'giữa', 'khuya', 'nghịt', 'láu', 'biển cả', 'bí ẩn', 'cao thâm', 'hết sức', 'khó hiểu', 'khó lường', 'khôn ngoan', 'miệt mài', 'mải mê', 'ngập sâu vào', 'nơi sâu kín', 'nồng nàn', 'ranh mãnh', 'sâu nặng', 'sâu đậm', 'thâm hiểm', 'thâm thùng', 'thâm tâm', 'vô cùng', 'vực sâu', 'vực thẳm', 'đáy lòng', 'đắm mình vào', 'ồ ồ', 'thâm', 'chiều sâu', 'sâu lắng']"
dark,"['tối', 'đêm', 'bóng tối', 'mờ ám', 'tối tăm', 'sẫm', 'mù mịt', 'mờ mịt', 'đen tối', 'dốt nát', 'ngu dốt', 'ám muội', 'đậm', 'sậm', 'màn đêm', 'mây đen', 'ngu muội', 'sự dốt nát', 'sự tối tăm', 'ảm đạm', 'thẫm', 'sặm', 'kịt', 'bi quan', 'buồn rầu', 'bí mật', 'cay độc', 'chán nản', 'ghê tởm', 'không minh bạch', 'không rõ ràng', 'kín đáo', 'mơ hồ', 'mịt mờ', 'ngăm ngăm đen', 'nham hiểm', 'sẩm tối', 'thẫm sẫm', 'tối mò', 'u ám', 'u ẩn', 'đen huyền', 'hắc', 'âm', '陰', 'tối đen']"
deep meaning,['cannot found']
silently,"['lui lũi', 'yên lặng', 'âm thầm', 'yên tĩnh']"
secret,"['bí mật', '祕密', 'bí quyết', 'kín đáo', 'mật', 'thầm kín', 'điều bí mật', 'kín', 'ngầm', 'điều bí ẩn', 'nhẹm', 'bem', 'cách biệt', 'khuất nẻo', 'kín mồm kín miệng', 'riêng tư', 'sự huyền bí', 'u ẩn', 'ẩn', 'âm', 'tư', '陰']"
silent,"['yên lặng', 'câm', 'không nói', 'lặng', 'im', 'im lặng', 'lặng lẽ', 'ít nói', 'ắng lặng', 'thinh', 'cong cóc', 'im ỉm', 'làm thinh', 'thanh vắng', 'thầm lặng', 'tĩnh mịch', 'yên tĩnh', 'âm thầm', 'êm ắng', '安靜', 'tĩnh lặng']"
whisper,"['thì thầm', 'nói thầm', 'xì xào', 'rì rầm', 'xào xạc', 'lời thì thầm', 'dỉ', 'nhẩm', 'bí mật phao lên', 'lời gợi ý bí mật', 'nói nhỏ', 'rầm rì', 'thì thào', 'tin đồn kín', 'tiếng nói thầm', 'tiếng xì xào', 'tiếng đồn kín', 'xì xào bàn tán']"
clumsy,"['vụng', 'vụng về', 'khó coi', 'không gọn', 'làm vụng', 'lóng ngóng']"
judge,"['thẩm phán', 'quan tòa', 'xét xử', 'pháp quan', 'xét đoán', 'phán xét', 'phán đoán', 'xét', 'chánh án', 'người am hiểu', 'phê bình', 'trọng tài', 'đánh giá', 'xử', 'cho rằng', 'chỉ trích', 'làm người phân xử', 'làm quan toà', 'làm trọng tài', 'người phân xử', 'người sành sỏi', 'nhận xét', 'nhận định', 'phân xử', 'quan toà', 'thấy rằng', 'xét thấy', 'phán', 'quyết', 'Thẩm phán', 'quan toøa, thaåm phaùn', 'quan tài phán', 'xem xét']"
investigation,"['điều tra', 'cuộc điều tra', 'sự thăm dò', 'sự điều tra']"
expertise,"['sự giám định', 'sự thành thạo', 'sự tinh thông', 'tài chuyên môn', 'giám định', 'kỹ năng', 'kỹ năng chuyên môn']"
judgement,"['lương tri', 'sự xét xử', 'ý kiến', 'án', 'cách nhìn', 'phán quyết', 'quyết định của toà', 'sức phán đoán', 'sự chỉ trích', 'sự phê bình', 'sự trừng phạt', 'sự trừng trị', 'sự đánh giá', 'óc phán đoán', 'óc suy xét', 'điều bất hạnh']"
Beauty,"['vẻ đẹp', '美人', 'mỹ nhân', 'sắc đẹp', 'mỹ nữ', 'nhan sắc', 'người đẹp', 'đẹp', 'cái hay', 'cái đẹp', 'hương trời', 'nét đẹp', 'sắc nước', 'vật đẹp', 'Đẹp', 'sắc']"
cosmetology,['khoa mỹ dung']
aesthetic,"['mỹ học', 'có khiếu thẩm mỹ', 'có óc thẩm mỹ', 'thẩm mỹ', 'thẩm mỹ học']"
judge,"['thẩm phán', 'quan tòa', 'xét xử', 'pháp quan', 'xét đoán', 'phán xét', 'phán đoán', 'xét', 'chánh án', 'người am hiểu', 'phê bình', 'trọng tài', 'đánh giá', 'xử', 'cho rằng', 'chỉ trích', 'làm người phân xử', 'làm quan toà', 'làm trọng tài', 'người phân xử', 'người sành sỏi', 'nhận xét', 'nhận định', 'phân xử', 'quan toà', 'thấy rằng', 'xét thấy', 'phán', 'quyết', 'Thẩm phán', 'quan toøa, thaåm phaùn', 'quan tài phán', 'xem xét']"
authorization,"['phép', 'quyền được cho phép', 'sự cho phép', 'sự cho quyền', 'uỷ quyền', 'sự cấp phép', 'sự uỷ quyền', 'thẩm quyền']"
osmotic,"['thấm lọc', 'thẩm thấu']"
examine,"['nghiên cứu', 'xem xét', 'hỏi thi', 'khảo sát', 'kiểm tra', 'sát hạch', 'khám', 'thẩm tra', 'thẩm vấn', 'nghiệm', 'duyệt', 'hạch', 'củ vấn', 'khám bệnh', 'khám nghiệm', 'khám xét', 'kiểm soát', 'lục vấn', 'quan sát', 'soi xét', 'soát xét', 'tra', 'thẩm']"
interrogation,"['sự thẩm vấn', 'câu chất vấn', 'câu thẩm vấn', 'câu tra hỏi', 'hỏi cung', 'question-mark', 'sự chất vấn', 'sự hỏi', 'sự hỏi dò', 'sự tra khảo']"
review,"['duyệt', 'bài phê bình', 'cuộc duyệt binh', 'sự xem xét lại', 'tạp chí', 'xem xét lại', 'ôn', 'sự nhắc lại', 'sự xem lại', 'xét', 'bình giá', 'cuộc thao diễn', 'duyệt binh lại', 'học ôn', 'hồi tưởng', 'kiểm điểm', 'phê bình', 'phê phán', 'sự duyệt binh lại', 'sự hồi tưởng', 'sự phê bình', 'sự xem xét', 'tập san', 'viết bài phê bình', 'xem xét', 'ôn lại', 'ôn tập', 'söï xem xeùt laïi, söï duyeät xeùt laïi', 'xem lại']"
dark,"['tối', 'đêm', 'bóng tối', 'mờ ám', 'tối tăm', 'sẫm', 'mù mịt', 'mờ mịt', 'đen tối', 'dốt nát', 'ngu dốt', 'ám muội', 'đậm', 'sậm', 'màn đêm', 'mây đen', 'ngu muội', 'sự dốt nát', 'sự tối tăm', 'ảm đạm', 'thẫm', 'sặm', 'kịt', 'bi quan', 'buồn rầu', 'bí mật', 'cay độc', 'chán nản', 'ghê tởm', 'không minh bạch', 'không rõ ràng', 'kín đáo', 'mơ hồ', 'mịt mờ', 'ngăm ngăm đen', 'nham hiểm', 'sẩm tối', 'thẫm sẫm', 'tối mò', 'u ám', 'u ẩn', 'đen huyền', 'hắc', 'âm', '陰', 'tối đen']"
seep,"['thấm qua', 'rỉ ra']"
penetrative,"['sâu sắc', 'sắc sảo', 'the thé', 'thấm thía', 'thấm vào', 'thấu suốt']"
seep tower,['cannot found']
well understand,['cannot found']
fleeting,"['lướt nhanh', 'phù du', 'thoáng qua']"
seep,"['thấm qua', 'rỉ ra']"
even,"['bằng', 'chẵn', 'ngay cả', 'bằng phẳng', 'còn', 'đều', 'thậm chí', 'chiều', 'làm bằng', 'làm phẳng', 'lại còn', 'san bằng', 'đều đặn', 'đều đều', 'bằng nhau', 'ngay', 'cũng', 'bình đẳng', 'cân đối', 'lại', 'đúng', 'điềm đạm', 'hòa', 'điều', 'ngang', 'phẳng', 'cùng', 'nhẵn', 'bình thản', 'chiều hôm', 'công bằng', 'cả đến', 'không hơn không kém', 'làm cho ngang', 'ngang bằng', 'phẳng phắn', 'quân báo', 'quân bình', 'thuộc số chẵn', 'chuộng', 'mà còn', 'ngang nhau']"
even,"['bằng', 'chẵn', 'ngay cả', 'bằng phẳng', 'còn', 'đều', 'thậm chí', 'chiều', 'làm bằng', 'làm phẳng', 'lại còn', 'san bằng', 'đều đặn', 'đều đều', 'bằng nhau', 'ngay', 'cũng', 'bình đẳng', 'cân đối', 'lại', 'đúng', 'điềm đạm', 'hòa', 'điều', 'ngang', 'phẳng', 'cùng', 'nhẵn', 'bình thản', 'chiều hôm', 'công bằng', 'cả đến', 'không hơn không kém', 'làm cho ngang', 'ngang bằng', 'phẳng phắn', 'quân báo', 'quân bình', 'thuộc số chẵn', 'chuộng', 'mà còn', 'ngang nhau']"
horrible,"['kinh khủng', 'kinh tởm', 'khủng khiếp', 'gớm', 'kinh', 'ghê gớm', 'gớm ghê', 'hết sức khó chịu', 'kinh dị', 'kinh khiếp', 'quá lắm', 'xấu xa', 'đáng ghét', 'khó chịu']"
even indignant,['cannot found']
even indent,['cannot found']
Dear,"['đắt', 'đắt tiền', 'thân', 'thân mến', 'đắt đỏ', 'thưa', 'kính thưa', 'thân yêu', 'đáng yêu', 'hỡi', 'chân tình', 'quý mến', 'than ôi', 'thiết tha', 'thân ái', 'thương mến', 'trời ơi', 'yêu dấu', 'yêu mến', 'yêu quý', 'đáng mến', 'kính gừi', 'người yêu quý']"
love,"['yêu', 'tình yêu', 'người yêu', 'cưng', 'không', 'ái tình', 'lãng mạn', 'mối tình', 'thương', 'Hàn Quốc', 'Hồng Đoan', 'hóa đá', 'người', 'sự yêu thích', 'trái tim', 'trái tim hóa đá', 'tình', 'yêu thích', 'yêu thương, mến, tình yêu', 'Đồng Tháp', 'thích', 'vật đáng yêu', 'mến', 'mợ', 'bể ái', 'bố già', 'diễm tình', 'luyến ái', 'lòng yêu', 'người tình', 'người đáng yêu', 'thần ái tình', 'tình thương', 'yêu mến', 'yêu đương', 'ưa thích', 'luyến', 'say mê', 'tiếng Thái Lan']"
equals,['cannot found']
