gớm ghiếc,atrocious
gớm guốc,hideous
gớm mặt,abhorrence face
gờn gợn,ripple
gợn,ripple
gợn sóng,ripple
gợt,jam
grát,cry
gù,hunchback
gụ,mahogany
gục,down
gục gặc,fell
gùi,tumbling
gùn,ride
gùn ghè,tumbling
gùn gút,blunt
guốc,clogs
guốc điếu,clog
guốc kinh,clog
guốc võng,hammock
guồng,reel
guồng máy,machine
guột,guitar
gút,gout
gừ,growl
gừ gừ,growl
gửi,to send
gửi gắm,give
gửi rể,to the groom
gừng,ginger
gừng gió,ginger wind
gươm,sword
gươm đao,sword sword
gươm giáo,sword
gườm,glare
gườm gườm,glare
gượm,collect
gương,mirror
gương cầu,prisms
gương mặt,face
gương mẫu,exemplary
gương nga,Russian mirrors
gương phẳng,flat mirror
gương sáng,good model
gường gượng,awkward
gượng,forced
gượng gạo,forced
gượng ghẹ,waver
gượng nhẹ,lighter
ha,ha
ha ha,Haha
hà,he has
hà bá,Ha Ba
hà hiếp,rape
hà khắc,Ha Khac
hà mã,hippo
hà tất,Ha Tat
hà tiện,skimp
hả,what?
hả giận,angry
há,there is
há hốc,gaping
hạ,Summer
hạ bộ,perineal
hạ cánh,landing
hạ cấp,low class
hạ chí,Midsummer
hạ cố,lower
hạ du,downstream
hạ giá,sale off
hạ lệnh,command
hạ mình,lower
hạ thủy,launch
hạc,flamingoes
hách,bossy
hạch,ganglion
hạch sách,nuclear
hai,two
hai lòng,two -hearted
hài,comedy
hài cốt,skeleton
hài hòa,harmony
hài hước,humor
hài kịch,comedy
hài lòng,satisfied
hải âu,seagulls
hải cảng,port
hải cẩu,water seal
hải đảo,Islands
hải đăng,Lighthouse
hải hà,Hai Ha
hải lưu,Ocean
hải lý,nautical
hải ngoại,abroad
hải phận,waters
hải quan,customs
hải quân,navy
hải tặc,pirate
hải vị,naval
hải yến,sea ​​oats
hãi,scary
hái,pick
hại,damage
ham,ham
ham mê,keen on
ham muốn,lust
hàm,jaw
hàm hồ,jaw
hàm số,Constan
hàm súc,implicitly
hãm,brake
hãm hại,harm
hám,grab
hạm,fleet
hạm đội,fleet
han,he
hàn,weld
hàn gắn,Heal
hàn sĩ,Korean
hàn the,borax
hàn thử biểu,thermometer
hàn vi,frugally
hãn hữu,rare
hán học,Han Hoc
hạn,limit
hạn chế,limit
hạn hán,drought
hạn hẹp,Limited
hang,hang
hàng,row
hàng đầu,Top
hàng giậu,Hang Hang
hàng hải,shipping
hàng hóa,goods
hàng không,air
hàng loạt,series
hàng ngũ,rank
hàng rào,fence
hàng xóm,neighbor
hãng,the firm
háng,Crotch
hạng,class
hanh,hanh
hanh thông,Hanh Thong
hành,onion
hành động,act
hành hạ,abuse
hành hình,execution
hành khách,passenger
hành khất,beggar
hành lạc,executive
hành lang,lobby
hành pháp,executive
hành quân,march
hành tây,onion
hành trình,Journeys
hành tung,Hanh Tung
hành văn,practice
hành vi,behavior
hãnh diện,proud
hãnh tiến,proud
hạnh,virtue
hạnh kiểm,conduct
hạnh ngộ,enlightenment
hạnh phúc,happy
hao,hao
hao hụt,loss
hao mòn,atrophy
hao tổn,loss
hào,moat
hào hiệp,frefre
hào hoa,pompous
hào hùng,heroic
hào hứng,excited
hào khí,moat
hào kiệt,patriotic
hào nhoáng,Gandy
hào phóng,generous
hào quang,Halo
hảo,good
hảo hán,perfect droughts
hảo tâm,kind
hão,yes
háo,eager
háo hức,eager
hạo nhiên,Hao Nhien
hạp,hap
hát,sing
hạt,seed
hạt tiêu,pepper
hàu,oyster
hay,hay
hãy,let's
hãy còn,be
háy,hay
hắc,black
hắc ín,Pitches
hặc,huh
hăm,intimidate
hăm hở,eager
hằm hằm,jubilant
hằn,tumbling
hằn học,angry
hẳn,surely
hắn,He
hăng,pungent
hăng hái,enthusiastic
hằng,Hang
hằng hà sa số,untold
hằng số,constant
hắt,throw
hắt hiu,grab
hắt hơi,sneezing
hắt hủi,reject
hâm,rehears
hâm hấp,steamed
hâm mộ,fans
hầm,tunnel
hầm mỏ,mine
hầm trú ẩn,tunnel
hẩm,fuck
hẩm hiu,gloomy
hân hạnh,Welcome
hân hoan,joyful
hận,hate
hấp,steam
hấp dẫn,interesting
hấp hối,moribund
hấp hơi,slightly
hấp tấp,hurry
hấp thụ,absorb
hất,flick
hất hủi,leper
hầu,maid
hầu bao,wallet
hầu cận,servant
hầu chuyện,mate
hầu hạ,servant
hầu hết,most of
hẩu,hook
hậu,Queen
hậu môn,anus
hậu phương,rear
hậu quả,consequence
hậu sản,posterior
hậu thế,a posteriori
hậu thuẫn,backing
hậu tố,suffixes
hậu trường,backstage
hậu vận,logistics
hẩy,dump
he,he
hè,it is
hé mở,parting
hé nắng,sunshine
hé răng,gulp
hẹ,chives
hèm,wort
hẻm,alley
hen,hen
hèn,cowardly
hèn hạ,raffish
hèn mạt,cowardly
hèn mọn,lowly
hèn nhát,cowardice
hèn yếu,weakness
hẹn,appointment
hẹn hò,dating
heo,heo
heo hút,smoking pig
hèo,haggard
hẻo lánh,remote
héo,wilted
héo hắt,wilted
hẹp,narrow
hét,seven
hề,clown
hể hả,Huh huh
hễ,whenever
hệ,generation
hệ quả,consequent
hệ thống,system
hệ trọng,serious
hếch,upturned
hếch hoác,lift
hên,grateful
hến,musk
hết,end
hết hồn,OMG
hết lòng,devoted
hết sức,very
hếu,Handy
hí,the UI
hí hoáy,neighing passionately
hí trường,school
hia,hia
hích,jostle
hịch,haggard
hiềm nghi,suspicion
hiềm oán,gall
hiểm,dangerous
hiểm ác,cruel
hiểm độc,Rare
hiểm họa,threats
hiểm nghèo,dangerous
hiếm,rare
hiên,porch
hiên ngang,horizontal
hiền,gentle
hiền hòa,nice
hiền sĩ,sage
hiền triết,philosopher
hiền từ,gentle
hiển hách,glorious
hiển nhiên,apparent
hiến,give
hiến chương,charter
hiến pháp,Constitution
hiện,presently
hiện diện,present
hiện đại,modern
hiện hành,current
hiện hình,Show pictures
hiện nay,Currently
hiện tại,present
hiện thân,Embody
hiện thực,realistic
hiện tình,show love
hiện trạng,Current Status
hiện tượng,phenomena
hiện vật,artifacts
hiếng,cruise
hiếp,rape
hiếp dâm,rape
hiệp,union
hiệp định,agreement
hiệp đồng,synergistic
hiệp hội,Associations
hiệp thương,quotient
hiệp ước,pact
hiểu,understand
hiểu biết,knowledge
hiểu lầm,misread
hiếu,filial
hiếu chiến,combative
hiếu đễ,Hieu De
hiếu thảo,pious
hiệu,sign
hiệu chính,main
hiệu đính,proofreading
hiệu lệnh,command
hiệu lực,effect
hiệu nghiệm,efficacious
hiệu quả,effective
hiệu số,difference
hiệu suất,efficiency
hiệu trưởng,principal
hình dáng,shape
hình dạng,shape
hình dung,visualization
hình học,geometry
hình như,seem
hình thể,shape
hỉnh,graceful
híp,hip
hít,breathe
hiu quạnh,deserted
ho,to
ho gà,Perfect cough
ho hen,Ho Hen
ho lao,in Lao
hò,dance
hò la,Hello
hò reo,hò reo
hò sơ,dance
họ,surname
họ hàng,relative
hoa,hoa
hoa hậu,miss
hoa hiên,flower
hoa hoét,flower
hoa hồng,rose
hoa lệ,luxuriant
hoa liễu,Venereal
hoa lợi,yields
hoa mỹ,florid
hoa quả,fruit
hoa tiêu,Navigator
hòa,mix
hòa bình,peace
hòa giải,reconcile
hòa hợp,harmony
hòa khí,harmonize
hòa nhã,comely
hòa nhạc,Concert
hòa nhịp,rhythm
hòa tan,dissolve
hòa thuận,Concord
hỏa,fire
hỏa châu,Hoa Chau
hỏa diệm sơn,Fire Diem Son
hỏa hoạn,fire
hỏa lực,firepower
hỏa pháo,fuse
hỏa táng,cremation
hỏa tiễn,rocket
hỏa xa,train
hóa,chemical
hóa chất,chemistry
hóa đơn,receipt
hóa giá,pricing
hóa học,chemistry
hóa thạch,fossil
hóa trang,disguise
họa,disaster
họa báo,newspaper
họa đồ,plan
họa mi,Robins
họa sĩ,artist
hoạch định,plan
hoài,nostalgic
hoài cổ,nostalgia
hoài nghi,incredulous
hoài niệm,recall
hoài vọng,among
hoại,destructive
hoại thư,gastrointence
hoan hỉ,rejoice
hoan hô,acclaim
hoan lạc,pleasure
hoàn,complete
hoàn cảnh,situation
hoàn cầu,global
hoàn tất,completed
hoàn thành,complete
hoàn thiện,complete
hoàn toàn,completely
hoàn tục,recklessness
hoàn vũ,universal
hoãn,they eat
hoãn binh,postponed
hoãn xung,postponed
hoán,conversion
hoán cải,convert
hoán dụ,metonymy
hoán vị,permutation
hoán xưng,conversation
hoạn,graceful
hoạn đồ,graph
hoạn lộ,highway
hoạn nạn,tribulation
hoạn quan,eunuch
hoang,hoang
hoang dã,wild
hoang dại,wild
hoang dâm,desolate
hoang địa,desolate
hoang đường,fiction
hoang hoác,wild
hoang lương,Hoang Luong
hoang mang,confused
hoang phế,wild
hoang phí,wasteful
hoang tàn,ruined
hoang thai,Hoang Thai
hoang toàng,wild
hoang vắng,solitary
hoang vu,deserted
hoàng,King
hoàng anh,Hoang Anh
hoàng ân,Hoang An
hoàng bá,Hoang Ba
hoàng bào,King's clothes
hoàng cầm,Hoang Cam
hoàng chủng,royal
hoàng cung,Palace
hoàng đảm,Hoang Dam
hoàng đạo,Zodiac
hoàng đế,Emperor
hoàng đới,Hoang Doi
hoàng gia,Royal
hoàng giáp,Hoang Giap
hoàng hậu,Queen
hoàng hôn,sunset
hoàng kim,gold
hoàng kỳ,Imperial period
hoàng liên,Hoang Lien
hoàng lương,Hoang Luong
hoàng oanh,Hoang Oanh
hoàng phái,royal stag
hoàng phi,Hoang Phi
hoàng thái hậu,Queen Dowager
hoàng thái tử,Crown Prince
hoàng thành,Hoang Thanh
hoàng thân,Royal relatives
hoàng thất,royal
hoàng thiên,Hoang Thien
hoàng thiết,Hoang Thiet
hoàng thượng,Emperor
hoàng tinh,royal
hoàng tộc,Royal
hoàng tôn,Hoang Ton
hoàng triều,Imperial
hoàng trùng,royal
hoàng tuyền,Hoang Tuyen
hoàng tử,Prince
hoàng yến,Canary
hoảng,panic
hoảng hồn,panic
hoảng hốt,alarm
hoảng sợ,frighten
hoành,diaphragm
hoành cách,diaphragm
hoành độ,diaphragm degrees
hoành hành,rife
hoành tráng,monumental
hoạnh,hooc
hoạnh hoẹ,ho ho ho ho
hoạnh tài,Tai Tai
hoạt,active
hoạt bản,active
hoạt bát,active
hoạt cảnh,scene
hoạt chất,active
hoạt đầu,first activity
hoạt động,work
hoạt họa,cartoon
hoạt kê,funnily
hoạt khẩu,operate
hoạt kịch,active
hoạt lực,active
hoạt thạch,talc
hoạt tinh,active
hoạt tượng,active
hoắc,Huo
hoắc hương,patchouli
hoắc lê,Huo Le
hoắc loạn,disorder
hoặc,or
hoặc giả,or fake
hoặc là,or
hoắm,label
hoẵng,holiday
hóc,hormone
hóc búa,tough
hóc hiểm,dangerous
học,learn
học bạ,school profile
học bộ,study
học bổng,scholarship
học chế,study
học chính,main study
học cụ,tools for school
học điền,learn to fill
học đòi,learn to claim
học đường,school
học gạo,grind
học giả,scholar
học giới,gender
học hàm,academic rank
học hành,education
học hiệu,educate
học hỏi,Learn
học khóa,course
học kỳ,semester
học lỏm,learn
học lực,academic
học mót,learn
học nghiệp,education
học ôn,studying
học phái,sectarianism
học phí,tuition
học phiệt,Study Physics
học phong,studying room
học quan,study
học sĩ,scholar
học sinh,pupil
học tập,study
học thuật,academic
học thuyết,theory
học thức,knowledge
học trò,student
học vấn,Education
học vị,degree
học viên,student
học viện,academic
học vụ,Academic
học xá,amnesty
hoe hoe,how how
hòe,Hoe
hoè,hesome
hoen,inimitable
hoen ố,decay
hoẹt,rambling
hoi,hoi
hoi hoi,Hi Hi
hoi hóp,Hoi Hoi
hoi sữa,ask for milk
hỏi,ask
hỏi bài,Ask the article
hỏi cung,interrogation
hỏi dò,interrogation
hỏi gạn,ask decant
hỏi han,ask
hỏi lục vấn,Asked Luc Luc
hỏi nhỏ,ask small
hỏi thăm,ask about
hỏi tội,crime
hỏi tra,interrogation
hỏi vặn,ask
hỏi vợ,Ask his wife
hói,bald
hói đầu,bald
hói trán,bald forehead
hom,him
hom hem,hom hem
hom hỏm,huh huh
hòm,chest
hòm chân,leg box
hòm gian,chest
hòm hòm,chest
hòm phiếu,ballot
hòm rương,chest
hòm siểng,chest
hòm thư,mailbox
hòm xe,trunk
hỏm,wander
hõm,hollow
hóm,witty
hóm hỉnh,witty
hon hỏn,Honestly
hòn,Hon
hòn dái,testicle
hong,hong
hong hóng,Hong Wait
hòng,trace
hỏng,broken
hỏng ăn,broken
hỏng bét,broken
hỏng kiểu,broken type
hóng,waver
hóng chuyện,wait for the story
hóng mát,to take fresh air
họng,throat
họng cối,throat
họng cột,throat
hóp,group
họp,meeting
họp báo,Press Conference
họp mặt,meeting
hót,sing
hô,shout
hô danh,reputation
hô hào,exhortation
hô hấp,Respiratory
hô hoán,shout
hồ,lake
hồ cầm,cello
hồ dễ,The lake is easy
hồ đậu,lake
hồ điệp,Phalaenopsis
hồ đồ,lake
hồ hải,Ho Hai
hồ hởi,exuberantly
hồ khẩu,lake
hồ lì,matte
hồ lô,lake
hồ lơ,lake
hồ ly,Fox
hồ nghi,mistrust
hồ quang,arc
hồ sơ,file
hồ thỉ,lake
hồ thủy,Ho Thuy
hồ tiêu,pepper
hồ tinh,lake
hổ,tiger
hổ cốt,tiger
hổ khẩu,tiger
hổ lang,tiger
hổ lốn,canton
hổ lửa,fire tiger
hổ mang,Cobra
hổ ngươi,Your tiger
hổ phách,Amber
hổ phù,tiger
hổ thẹn,ashamed
hổ trướng,tiger
hổ tướng,tiger
hỗ giá,price support
hỗ huệ,support
hỗ trợ,support
hỗ tương,mutual
hố,pit
hố tiêu,pit
hố xí,toilets
hộ,household
hộ bộ,household
hộ chiếu,passport
hộ đê,household
hộ giá,Price household
hộ khẩu,Household
hộ lại,household
hộ lý,native
hộ pháp,Guardian
hộ phố,street
hộ sản,Household goods
hộ sinh,midwives
hộ tang,mourning
hộ thân,body protection
hộ tịch,civil
hộ tống,to escort
hộ vệ,Guardian
hốc,cavity
hốc hác,emaciate
hốc hếch,navigator
hốc xì,cavity
hộc,drawer
hộc hà hộc hệch,Hà Hà Công System
hộc hệch,System
hộc máu,Blood drawer
hộc tiết,drawback
hộc tốc,speed drawer
hôi,foul
hôi hám,stinky
hôi hổi,foul
hôi nách,armpit
hôi rích,foul
hôi rinh rích,foul
hôi tanh,foul
hôi thối,stinky
hôi xì,foul
hồi,recover
hồi âm,reply
hồi cư,residential
hồi dương,regenerative
hồi đen,black
hồi giáo,Islamic
hồi hộ,return
hồi hồi,recover
hồi hộp,nervous
hồi hương,repatriation
hồi hưu,retire
hồi kí,memoir
hồi kinh,recover
hồi ký,Memoir
hồi lâu,long -term
hồi loan,reckon
hồi lương,recover
hồi môn,Dowry
hồi nãy,back there
hồi phục,recuperate
hồi sinh,revival
hồi tâm,recover
hồi tỉnh,conscious
hồi tưởng,recall
hồi xuân,to be young again
hối,repent
hối cải,repent
hối đoái,repentance
hối hả,Rush
hối hận,regret
hối lộ,bribe
hối lỗi,apologetic
hối quá,overheard
hối suất,repentance
hối tiếc,regret
hội,festival
hội báo,newspaper
hội chẩn,consultation
hội chợ,fair
hội chùa,pagoda
hội chứng,syndrome
hội chứng cúm,influenza
hội diễn,Daft
hội diện,association
hội đàm,meeting
hội điển,dictionary
hội đồng,Council
hội hè,festival
hội họa,art
hội họp,meeting
hội kiến,audience
hội kín,secret group
hội nghị,conference
hội ngộ,meet
hội nguyên,association
hội quán,clubs
hội sở,headquarters
hội tề,association
hội thảo,seminar
hội thẩm,jurus
hội thí,association
hội thiện,good
hội thoại,conversation
hội thương,commercial association
hội trưởnc,Association
hội trường,Hall
hội tụ,converging
hội viên,member
hội ý,chance
hôm,day
hôm kia,the day before yesterday
hôm kìa,day
hôm mai,Tomorrow
hôm nay,today
hôm này,Today
hôm nọ,The other day
hôm qua,yesterday
hôm sau,the next day
hôm sớm,early
hôm xưa,old days
hôn,kiss
hôn ám,kiss
hôn hít,kiss
hôn lễ,wedding
hôn loạn,kiss
hôn mê,comatose
hôn nhân,marriage
hôn phối,spouse
hôn quân,kiss
hôn thú,marriage
hôn thư,kiss
hôn ước,engagement
hồn,soul
hồn bạch,Bach Bach
hồn hậu,kind
hồn nhiên,innocent
hồn phách,soulful
hồn thơ,soul poetry
hồn vía,soul
hổn ha hổn hển,panting
hổn hển,panted
hỗn,mixed
hỗn ẩu,chaotic
hỗn chiến,battle
hỗn độn,mess
hỗn hào,Mixed trench
hỗn hống,amplifier
hỗn hợp,mixture
hỗn láo,sassy
hỗn loạn,chaotic
hỗn mang,chaos
hỗn quân hỗn quan,mixed
hỗn tạp,hoodoo
hỗn thực,mixed
hỗn xược,sassy
hộn,nhn
hộn đường,road
hông,hip
hồng,pink
hồng bạch,Hong Bach
hồng bảo,Hong Bao
hồng bì,pink
hồng cầu,reddenor
hồng chuyên,Hong Chuyen
hồng hạc,Flamingo
hồng hào,ruddy
hồng hoang,Hong Hoang
hồng hoàng,Hong Hoang
hồng hộc,Hong Huoc
hồng hồng,Hong Hong
hồng huyết cầu,Red Blood Bridge
hồng lạng,Hong Lang
hồng lâu,Hong Lau
hồng mao,Hong Mao
hồng ngâm,pink pickled
hồng ngoại,infrared
hồng nhan,Hong Nhan
hồng nhung,Hong Nhung
hồng phúc,Hong Phuc
hồng quân,Red Army
hồng quần,pink
hồng quế,Hong Que
hồng tâm,Hong Tam
hồng thập tự,Red Cross
hồng thủy,Hong Thuy
hồng trần,Hong Tran
hồng y giáo chủ,cardinal
hổng,gap
hổng đít,gap
hổng hểnh,gaping
hổng trôn,gap
hống hách,domineering
hộp,box
hộp đêm,nightclub
hộp quẹt,match
hộp thư,mailbox
hốt,scoop
hốt cái,scandal
hốt hoảng,panic
hốt lú,scandal
hốt me,tamper
hốt nhiên,naturally
hốt thuốc,cure
hột,seed
hột cơm,wart
hột xoài,mango
hơ,dry
hơ hớ,huh huh
hờ,huh
hờ hững,indiscreet
hở,open
hở cơ,open
hở hang,revealing
hở môi,open
hớ,indifferent
hớ cạnh,native
hớ hênh,gaffe
hơi,a little bit
hơi đồng,slightly
hơi hơi,a little
hơi hướng,slightly
hơi men,vapor
hơi ngạt,asphyxia
hơi sức,slightly
hơi thiếu,slightly
hơi thở,breath
hời,bargain
hời hợt,superficial
hởi,gratitude
hỡi,Oi
hỡi ôi,Oh my
hợi,Pig
hợm,graceful
hợm đời,Life
hợm hĩnh,Heavy
hợm mình,Myself
hơn,than
hơn hớn,over
hơn nữa,more
hơn thiệt,more than
hờn,sulk
hờn dỗi,sulked
hờn giận,angry
hờn hợt,superficially
hờn mát,cool
hờn tủi,sulking
hớn hở,buoyant
hớp,sip
hợp,fit
hợp âm,chords
hợp cách,appropriate way
hợp cẩn,conjugate
hợp chất,Compounds
hợp cổ,neck
hợp doanh,business
hợp đồng,contract
hợp hiến,donate
hợp kim,alloy
hợp lệ,valid
hợp lí,reasonable
hợp lực,resultant
hợp lưu,consistent
hợp lý,reasonable
hợp lý hóa,rationalize
hợp nhất,unify
hợp pháp,legal
hợp pháp hóa,legalization
hợp quần,pants
hợp tác,co-operate
hợp tác hóa,Cooperating
hợp tác xã,Cooperative
hợp tấu,accompaniment
hợp thiện,good
hợp thời,fashionable
hợp thức,legitimate
hợp thức hóa,legitimate
hợp tuyển,enrollment
hợp xướng,choir
hợp ý,Congeniality
hớt,skimmed
hớt hải,frantically
hớt hơ hớt hải,Slimter
hớt lẻo,loose
hớt ngọn,skim
hu hu,hu hu
hủ,tofu
hủ bại,corrupt
hủ hóa,Hu Hu Hoa
hủ lậu,old-fashioned
hủ nho,grape
hủ tục,evil customs
hũ,jar
hú,howl
hú hí,howling
hú họa,howling
hú hồn,howling
hú hồn hú vía,howling
hú tim,howling heart
hú vía,Hú Vía
hụ,See
hua,yield
hùa,hobbies
huân chương,medal
huấn,training
huấn dụ,instruct
huấn đạo,teaching
huấn điều,instruct
huấn học,study
huấn lệnh,command
huấn luyện,train
huấn luyện viên,trainer
huấn thị,training
húc,gore
hục hặc,huh huh
huê,Hue
huề,Hue
huệ,Hue
huệ cố,Hue Co
huệ tứ,Hue Tu
huếch,jubilant
huếch hoác,pouring
huênh hoang,brag
hủi,leper
húi,huh
hum húp,Hum
hùm,lobster
hùm beo,leopard
hùm thiêng,sacred lobster
hũm,hũm
hụm,huh
hun,she
hun đúc,cast
hùn,blunt
hung,hung
hung ác,devilish
hung bạo,violent
hung dữ,ferocious
hung đồ,hung
hung hãn,aggressive
hung hăng,rampage
hung hung,hung hung
hung phạm,Hung Pham
hung tàn,evil
hung thần,hunger
hung thủ,culprit
hung tinh,malign
hung tợn,grim
hùng,heroic
hùng biện,Rhetoric
hùng cứ,Hung keeps
hùng cường,Hung Cuong
hùng dũng,heroic
hùng hậu,powerful
hùng hoàng,Hung Hoang
hùng hổ,heady
hùng hồn,eloquent
hùng hục,mighty
hùng tài,mighty
hùng tâm,Hung Tam
hùng tráng,Doughty
hùng vĩ,majestic
húng,inspiration
húng chó,basil
húng dổi,waste
húng dũi,joggle
húng hắng,throat
húng láng,lang
húng lìu,junk
húng quế,basil
huống,situations
huống chi,Case Chi Chi
huống hồ,situated
huơ,huh
húp,sag
húp híp,Supply
hụp,hustle
hụp lặn,dive
hút,suck
hút chết,suck
hút máu,bloodsucking
hút xách,smoke
hụt,deficit
huy chương,medal
huy động,mobilize
huy hiệu,armorial
huy hoàng,Huy Hoang
huy hoắc,Huy Huo
huy thạch,Huy Thach
hủy,cancel
hủy báng,defame
hủy bỏ,cancel
hủy diệt,destroy
hủy hoại,destroy
hủy tính,cancel
húy,taboo
húy kỵ,taboo
húy nhật,Thuy Nhat
huých,nudity
huỵch,false
huỵch huỵch,Passionate
huyên,chant
huyên náo,hubbub
huyên thiên,Huyen Thien
huyền,fantasy
huyền ảo,fanciful
huyền bí,mystery
huyền chức,legendary
huyền diệu,Miracle
huyền đề,Huyen De
huyền hoặc,Huyen or
huyền hồ,Huyen Ho
huyền phù,suspensions
huyền thoại,legendary
huyền thuyết,Huyen theory
huyền vi,Huyen Vi
huyễn,illusory
huyễn diệu,Huyen Dieu
huyễn hoặc,deluding
huyện,District
huyện đường,Tang district
huyện hàm,Ham district
huyện lệnh,command district
huyện lỵ,districts
huyện trưởng,district chief
huyện ủy,District Commissioner
huyện úy,Captain
huyết,blood
huyết áp,blood pressure
huyết bạch,lymphatic
huyết cầu,hemoglobin
huyết chiến,bloody
huyết dụ,hemorrhage
huyết hãn,Blood Han
huyết học,Hematology
huyết hư,hemorrhage
huyết lệ,Bloody
huyết mạch,vascular
huyết quản,blood vessel
huyết thanh,serous
huyết thống,lineage
huyết thư,hemoglobin
huyết tính,blood
huyết tộc,consanguinity
huyết tương,plasma
huyệt,acupuncture point
huynh,huynh
huynh đệ,brothers
huynh ông,brother
huynh thứ,brother
huynh trưởng,Prefects
huỳnh,Huynh Huynh
huỳnh huỵch,Huynh Nhat
huỳnh quang,Fluorescent
huỳnh thạch,fluor
huýt,whistling
huýt chó,whistling
huýt gió,Whistle
hư,bad
hư ảo,unreal
hư báo,newspaper
hư cấu,fictional
hư danh,nominal
hư đốn,damage
hư đời,lifetime
hư hại,damage
hư hàm,jaw damage
hư hèn,spoiled
hư hỏng,damage
hư không,nowhere
hư ngụy,puppet
hư nhược,ruins
hư phí,waste
hư sinh,spoiled
hư số,damage
hư thân,body
hư thực,real
hư trương thanh thế,damaged Truong Thanh The
hư từ,corrupt
hư văn,Hu Van
hư vị,taste
hư vinh,vainglory
hư vô,nothingness
hừ,huh
hử,huh
hứ,huh
hứa,promise
hứa hẹn,promise
hứa hôn,engagement
hứa quốc,promise
hưng bái,Hung Bai
hưng binh,Hung Binh
hưng hửng,Hung excited
hưng khởi,Hung Khoi
hưng phấn,excited
hưng phế,Hung Phe
hưng sư,Hung Su
hưng thịnh,prosperous
hưng vong,Hung Vong
hưng vượng,Hung Vuong
hừng hực,fierce
hửng,excited
hững hờ,indifferent
hứng,inspired
hứng thú,interest
hứng tình,excitement
hứng trí,inspiration
hượm,gossip
hương,smell
hương án,solution
hương ẩm,damp incense
hương cả,flavor
hương chính,Huong Chinh
hương chức,incense
hương cống,flavor
hương dũng,Huong Dung
hương hoa,floral
hương hỏa,incense
hương hội,Huong Hoi
hương hồn,soul
hương khói,incense smoke
hương khuê,Huong Khue
hương lão,Huong Lao
hương liệu,Spice
hương lửa,flame incense
hương lý,Huong Ly
hương nhu,Huong Nhu
hương phụ,incense
hương quản,Huong Quan
hương sen,Huong Sen
hương sư,Huong Su
hương thí,Huong test
hương thôn,village
hương thơm,scent
hương trưởng,Huong Truong
hương tục,flavor
hương ước,conventional
hương vị,smell
hương vòng,incense
hường,flavor
hưởng,enjoy
hưởng dụng,use
hưởng lạc,enjoy
hưởng thọ,lived
hưởng thụ,enjoy
hưởng ứng,response
hướng,direction
hướng dẫn,guide
hướng dương,sunflower
hướng đạo,conduct
hướng động,dynamic
hướng nhật,Japanese
hướng tâm,afferent
hướng thiện,good -looking
hươu,deer
hươu cao cổ,giraffe
hươu sao,Sika deer
hưu binh,retire
hưu bổng,retirement
hưu chiến,retire
hưu dưỡng,retire
hưu quan,retirement
hưu trí,retire
hữu,right
hữu ái,Huu Ai
hữu bang,Huu Bang
hữu chí cánh thành,Huu Chi winged
hữu cơ,Organic
hữu danh,Huu Danh
hữu dụng,useful
hữu duyên,predestined
hữu dực,Huu Duc
hữu hạn,limited
hữu hình,material
hữu ích,useful
hữu khuynh,righteous
hữu lý,Huu Ly
hữu ngạn,Huu Ngan
hữu nghị,Friendship
hữu phái,sectarian
hữu quan,concerned
hữu sản,fertilizer
hữu sắc vô hương,Non -scent
hữu sinh vô dưỡng,Huu Sinh in no nursing
hữu tài vô hạnh,Huu Tai Vo Hanh
hữu tâm,Huu Tam
hữu thần luận,Huu Than Luan
hữu thủy hữu chung,Huu Thuy Huu Chung
hữu thủy vô chung,Huu Thuy is not common
hữu tình,charming
hữu tính,sexuality
hữu xạ tự nhiên hương,Natural radiation flavor
hữu ý,intentional
hy-đrô,hydrogen
hy hữu,rare
hy sinh,sacrifice
hy vọng,hope
i-ôn,I-GOI
i-ôn hóa,I-BEEN CHEMICAL
i-ốt,iodine
i tờ,I
ì,ì
ì à ì ạch,ì ì ì
ì ạch,lumbered
ị,you
ỉa,defecate
ỉa chảy,diarrhea
ỉa đùn,extruder
ỉa són,ỉa are
ỉa vãi,Diep scattered
iai,iai
ích,useful
ích dụng,useful
ích điểu,benefit
ích hữu,Useful
ích kỷ,selfish
ích lợi,benefit
ích mẫu,Useful sample
ích xì,Ich Xua
ịch,false
im,im
im ả,silence
im ắng,silent
im bẵng,silent
im bặt,silent
im gió,wind
im ỉm,silent
im lặng,silent
im lìm,silent
im lịm,deeply
im mồm,shut
im phăng phắc,dead silence
im trời,heavenly
ỉm,blanket
in,in
in ảnh,Photo printing
in đá,stone printing
in hệt,printed
in ít,Print less
in li-tô,Inlat
in máy,Print the machine
in như,print like
in rô-nê-ô,printed
in tay,in tay
in thạch,jelly
in thạch bản,lithograph
in ti-pô,in-p
in-va,in-va
ìn ịt,`` `
ịn,good
inh,inh
inh ỏi,noisy
inh tai,inh
ình,chief
ình bụng,abdominal
ình ịch,EXPLOITATION
ĩnh,inner
ít,little
ít có,few
ít lâu,long -term
ít lời,few words
ít nhất,at least
ít nhiều,much less
ít nữa,least
ít oi,littleness
ít ỏi,scanty
ít ra,at least
ít tuổi,Young
ịt,eager
ỉu,faint
ỉu xìu,Brushing
ỉu xịu,Huh
ka ki,and say
ka-ki,ka-to
ka li,The LiI
ka-li,ka-li
ke,the
kè,choir
kè kè,heart heart
kè nhè,embankment
kẻ,maiden
kẻ cả,all
kẻ cắp,robber
kẻ chợ,market
kẻ cướp,robber
kẻ gian,crook
