Index,Target,Response
40,nhiệt biểu chất lỏng,"['nhị một', 'nhĩ mục', 'nhị nguyên', 'nhị nguyên luận', 'nhị nguyên luận sóng hạt', 'nhí nha nhí nhảnh', 'nhí nha nhí nhoẻn', 'nhì nhằng', 'nhí nhảnh', 'nhí nhắt', 'nhí nháy', 'nhì nhèo', 'nhi nhí', 'nhí nhố', 'nhí nhoẻn', 'nhi nữ', 'nhi nữ thường tình', 'nhị phân', 'nhị tâm', 'nhị thập tứ hiếu', 'nhị thể', 'nhị thức', 'nhị tì', 'nhi tính', 'nhị viện chế', 'nhích', 'nhích vai', 'nhiếc', 'nhiếc mắng', 'nhiếc móc', 'nhiễm', 'nhiệm', 'nhiễm bẩn không khí', 'nhiễm bẩn nước dưới đất', 'nhiễm bẩn phóng xạ bề mặt', 'nhiễm bệnh', 'nhiễm chất sắt', 'nhiễm chéo', 'nhiệm chức', 'nhiễm điện', 'nhiễm độc', 'nhiễm độc ánh sáng', 'nhiễm độc chì nghề nghiệp', 'nhiễm độc đồng', 'nhiễm độc lao', 'nhiễm độc thai nghén', 'nhiễm khuẩn', 'nhiễm khuẩn hậu sản', 'nhiễm khuẩn huyết', 'nhiễm khuẩn huyết gây mủ', 'nhiễm khuẩn kị khí', 'nhiễm khuẩn rốn', 'nhiễm khuẩn vết thương', 'nhiễm kí sinh trùng', 'nhiễm kiềm', 'nhiệm kỳ', 'nhiễm liên cầu khuẩn', 'nhiệm mầu', 'nhiễm melanin', 'nhiêm nhặt', 'nhiệm nhặt', 'nhiễm sắc thể', 'nhiễm sắc thể chổi đèn', 'nhiễm sắc thể giới tính', 'nhiễm sắc thể nhiều sợi', 'nhiễm sắc thể thường', 'nhiễm sắc thể tương đồng', 'nhiệm sở', 'nhiễm thể', 'nhiễm tiêu', 'nhiễm toan', 'nhiễm trùng', 'nhiễm trùng cơ hội', 'nhiễm từ', 'nhiệm tử', 'nhiễm tụ cầu khuẩn', 'nhiễm virut', 'nhiệm vụ', 'nhiệm vụ quy hoạch', 'nhiệm vụ tác chiến', 'nhiệm vụ thiết kế', 'nhiệm vụ tối cao', 'nhiễm xạ', 'nhiễn', 'nhiên hậu', 'nhiên liệu', 'nhiên liệu điêzen', 'nhiên liệu khoáng', 'nhiếp ảnh', 'nhiếp ảnh cực nhanh', 'nhiếp ảnh dưới nước', 'nhiếp ảnh hội hoạ', 'nhiếp ảnh thiên văn', 'nhiếp ảnh viên', 'nhiếp ảnh y học', 'nhiếp chính', 'nhiếp nhĩ', 'nhiệt', 'nhiệt biểu', 'nhiệt biểu chất lỏng']"
40,nhiệt kế điện,"['nhiễm khuẩn huyết gây mủ', 'nhiễm khuẩn kị khí', 'nhiễm khuẩn rốn', 'nhiễm khuẩn vết thương', 'nhiễm kí sinh trùng', 'nhiễm kiềm', 'nhiệm kỳ', 'nhiễm liên cầu khuẩn', 'nhiệm mầu', 'nhiễm melanin', 'nhiêm nhặt', 'nhiệm nhặt', 'nhiễm sắc thể', 'nhiễm sắc thể chổi đèn', 'nhiễm sắc thể giới tính', 'nhiễm sắc thể nhiều sợi', 'nhiễm sắc thể thường', 'nhiễm sắc thể tương đồng', 'nhiệm sở', 'nhiễm thể', 'nhiễm tiêu', 'nhiễm toan', 'nhiễm trùng', 'nhiễm trùng cơ hội', 'nhiễm từ', 'nhiệm tử', 'nhiễm tụ cầu khuẩn', 'nhiễm virut', 'nhiệm vụ', 'nhiệm vụ quy hoạch', 'nhiệm vụ tác chiến', 'nhiệm vụ thiết kế', 'nhiệm vụ tối cao', 'nhiễm xạ', 'nhiễn', 'nhiên hậu', 'nhiên liệu', 'nhiên liệu điêzen', 'nhiên liệu khoáng', 'nhiếp ảnh', 'nhiếp ảnh cực nhanh', 'nhiếp ảnh dưới nước', 'nhiếp ảnh hội hoạ', 'nhiếp ảnh thiên văn', 'nhiếp ảnh viên', 'nhiếp ảnh y học', 'nhiếp chính', 'nhiếp nhĩ', 'nhiệt', 'nhiệt biểu', 'nhiệt biểu chất lỏng', 'nhiệt biểu thuỷ ngân', 'nhiệt cắt', 'nhiệt cháy', 'nhiệt chứng', 'nhiệt chuyển pha', 'nhiệt cuồng', 'nhiệt điện', 'nhiệt điện trở', 'nhiệt độ', 'nhiệt độ chuyển pha', 'nhiệt độ điểm sương', 'nhiệt độ đóng băng', 'nhiệt độ động học', 'nhiệt độ không khí', 'nhiệt độ màu', 'nhiệt độ ngưng kết', 'nhiệt độ nóng chảy', 'nhiệt độ nước biển', 'nhiệt độ quyri', 'nhiệt độ sôi', 'nhiệt độ suy biến', 'nhiệt độ thăng hoa', 'nhiệt độ thấp', 'nhiệt độ tới hạn', 'nhiệt độ tuyệt đối', 'nhiệt đới', 'nhiệt đới hoá', 'nhiệt đới hóa', 'nhiệt động hoá học', 'nhiệt động học', 'nhiệt động học không cân bằng', 'nhiệt động học thống kê', 'nhiệt dung', 'nhiệt giai', 'nhiệt giai bách phân', 'nhiệt giai farenhai', 'nhiệt giai xenxiut', 'nhiệt hạch', 'nhiệt hấp phụ', 'nhiệt hoá học', 'nhiệt hóa học', 'nhiệt hoá hơi', 'nhiệt hoà tan', 'nhiệt học', 'nhiệt huyết', 'nhiệt kế', 'nhiệt kế chất lỏng', 'nhiệt kế đảo', 'nhiệt kế điện']"
40,nhiều nguồn gốc,"['nhiệt biểu', 'nhiệt biểu chất lỏng', 'nhiệt biểu thuỷ ngân', 'nhiệt cắt', 'nhiệt cháy', 'nhiệt chứng', 'nhiệt chuyển pha', 'nhiệt cuồng', 'nhiệt điện', 'nhiệt điện trở', 'nhiệt độ', 'nhiệt độ chuyển pha', 'nhiệt độ điểm sương', 'nhiệt độ đóng băng', 'nhiệt độ động học', 'nhiệt độ không khí', 'nhiệt độ màu', 'nhiệt độ ngưng kết', 'nhiệt độ nóng chảy', 'nhiệt độ nước biển', 'nhiệt độ quyri', 'nhiệt độ sôi', 'nhiệt độ suy biến', 'nhiệt độ thăng hoa', 'nhiệt độ thấp', 'nhiệt độ tới hạn', 'nhiệt độ tuyệt đối', 'nhiệt đới', 'nhiệt đới hoá', 'nhiệt đới hóa', 'nhiệt động hoá học', 'nhiệt động học', 'nhiệt động học không cân bằng', 'nhiệt động học thống kê', 'nhiệt dung', 'nhiệt giai', 'nhiệt giai bách phân', 'nhiệt giai farenhai', 'nhiệt giai xenxiut', 'nhiệt hạch', 'nhiệt hấp phụ', 'nhiệt hoá học', 'nhiệt hóa học', 'nhiệt hoá hơi', 'nhiệt hoà tan', 'nhiệt học', 'nhiệt huyết', 'nhiệt kế', 'nhiệt kế chất lỏng', 'nhiệt kế đảo', 'nhiệt kế điện', 'nhiệt kế điện trở', 'nhiệt kế độ sâu', 'nhiệt kế khí', 'nhiệt kế không khí', 'nhiệt kế lỏng', 'nhiệt kế sâu', 'nhiệt kế tiếp điểm', 'nhiệt kí', 'nhiệt kí đo sâu', 'nhiệt kiến', 'nhiệt liệt', 'nhiệt lực', 'nhiệt lượng', 'nhiệt lượng kế', 'nhiệt luyện', 'nhiệt luyện than gầy', 'nhiệt năng', 'nhiệt ngẫu', 'nhiệt ngưng tụ', 'nhiệt nhôm', 'nhiệt nóng chảy', 'nhiệt phân', 'nhiệt phân gỗ', 'nhiệt phân nhiên liệu rắn', 'nhiệt phản ứng', 'nhiệt tâm', 'nhiệt tạo thành', 'nhiệt thán', 'nhiệt thăng hoa', 'nhiệt thành', 'nhiệt thông', 'nhiệt tình', 'nhiệt trái đất', 'nhiệt trung hoà', 'nhiêu', 'nhiều', 'nhiễu', 'nhiều chân', 'nhiêu châu', 'nhiều chuyện', 'nhiễu chuyện', 'nhiễu có hại', 'nhiễu hại', 'nhiêu khê', 'nhiêu liệu hạt nhân', 'nhiễu loạn', 'nhiễu loạn khí quyển', 'nhiều lứa răng', 'nhiều nguồn gốc']"
40,nhịp nhàng,"['nhiệt kế đảo', 'nhiệt kế điện', 'nhiệt kế điện trở', 'nhiệt kế độ sâu', 'nhiệt kế khí', 'nhiệt kế không khí', 'nhiệt kế lỏng', 'nhiệt kế sâu', 'nhiệt kế tiếp điểm', 'nhiệt kí', 'nhiệt kí đo sâu', 'nhiệt kiến', 'nhiệt liệt', 'nhiệt lực', 'nhiệt lượng', 'nhiệt lượng kế', 'nhiệt luyện', 'nhiệt luyện than gầy', 'nhiệt năng', 'nhiệt ngẫu', 'nhiệt ngưng tụ', 'nhiệt nhôm', 'nhiệt nóng chảy', 'nhiệt phân', 'nhiệt phân gỗ', 'nhiệt phân nhiên liệu rắn', 'nhiệt phản ứng', 'nhiệt tâm', 'nhiệt tạo thành', 'nhiệt thán', 'nhiệt thăng hoa', 'nhiệt thành', 'nhiệt thông', 'nhiệt tình', 'nhiệt trái đất', 'nhiệt trung hoà', 'nhiêu', 'nhiều', 'nhiễu', 'nhiều chân', 'nhiêu châu', 'nhiều chuyện', 'nhiễu chuyện', 'nhiễu có hại', 'nhiễu hại', 'nhiêu khê', 'nhiêu liệu hạt nhân', 'nhiễu loạn', 'nhiễu loạn khí quyển', 'nhiều lứa răng', 'nhiều nguồn gốc', 'nhiều nhặn', 'nhiều nhiều', 'nhiễu nhương', 'nhiều sãi không ai đóng cửa chùa', 'nhiễu sự', 'nhiễu thông tin', 'nhiễu thụ động', 'nhiễu tích cực', 'nhiễu trong cơ học', 'nhiễu vô tuyến điện tử', 'nhiễu xạ', 'nhiễu xạ ánh sáng', 'nhiễu xạ điện tử', 'nhiễu xạ điện tử kí', 'nhiễu xạ frenen', 'nhiễu xạ hạt', 'nhiễu xạ kí nơtron', 'nhiễu xạ sóng', 'nhiễu xạ tia x', 'nhím', 'nhím biển', 'nhín', 'nhìn', 'nhịn', 'nhịn ăn', 'nhìn chung', 'nhịn đói', 'nhịn lời', 'nhìn nhận', 'nhìn nhõ', 'nhịn nhục', 'nhìn nổi', 'nhỉnh', 'nhinh nhỉnh', 'nhinh xao', 'nhíp', 'nhịp', 'nhịp bãi sông', 'nhịp bảy, nhịp ba', 'nhịp cầu', 'nhịp cấu trúc', 'nhịp chẵn', 'nhịp dị độ', 'nhịp điệu', 'nhịp độ', 'nhịp lẻ', 'nhịp ngày đêm', 'nhịp ngũ liên', 'nhịp nhàng']"
40,nhổ neo,"['nhiều lứa răng', 'nhiều nguồn gốc', 'nhiều nhặn', 'nhiều nhiều', 'nhiễu nhương', 'nhiều sãi không ai đóng cửa chùa', 'nhiễu sự', 'nhiễu thông tin', 'nhiễu thụ động', 'nhiễu tích cực', 'nhiễu trong cơ học', 'nhiễu vô tuyến điện tử', 'nhiễu xạ', 'nhiễu xạ ánh sáng', 'nhiễu xạ điện tử', 'nhiễu xạ điện tử kí', 'nhiễu xạ frenen', 'nhiễu xạ hạt', 'nhiễu xạ kí nơtron', 'nhiễu xạ sóng', 'nhiễu xạ tia x', 'nhím', 'nhím biển', 'nhín', 'nhìn', 'nhịn', 'nhịn ăn', 'nhìn chung', 'nhịn đói', 'nhịn lời', 'nhìn nhận', 'nhìn nhõ', 'nhịn nhục', 'nhìn nổi', 'nhỉnh', 'nhinh nhỉnh', 'nhinh xao', 'nhíp', 'nhịp', 'nhịp bãi sông', 'nhịp bảy, nhịp ba', 'nhịp cầu', 'nhịp cấu trúc', 'nhịp chẵn', 'nhịp dị độ', 'nhịp điệu', 'nhịp độ', 'nhịp lẻ', 'nhịp ngày đêm', 'nhịp ngũ liên', 'nhịp nhàng', 'nhịp nội, nhịp ngoại', 'nhịp phách', 'nhịp sinh học', 'nhịp thở', 'nhịp thông thuyền', 'nhịp tim chậm', 'nhịp tim nhanh', 'nhíp xe', 'nhíu', 'nhịu', 'nhịu mồm', 'nho', 'nhô', 'nhỏ', 'nhơ', 'nhổ', 'nhọ', 'nhớ', 'nhờ', 'nhỡ', 'nhợ', 'nhơ bẩn', 'nhổ bão', 'nhỏ bé', 'nhỡ bước', 'nhô cằm', 'nhờ cậy', 'nhớ chừng', 'nhờ có', 'nhổ cỏ nhổ cả rễ', 'nhỏ con', 'nhỏ dại', 'nhơ danh', 'nhỡ dịp', 'nhơ đời', 'nhớ đời', 'nho gia', 'nho giả', 'nho giáo', 'nhỏ giọt', 'nhỡ hẹn', 'nho học', 'nho lâm', 'nhọ mặt', 'nhọ mặt người', 'nhỡ miệng', 'nhỏ mọn', 'nhớ mong', 'nhổ neo']"
40,nhoai,"['nhịp ngũ liên', 'nhịp nhàng', 'nhịp nội, nhịp ngoại', 'nhịp phách', 'nhịp sinh học', 'nhịp thở', 'nhịp thông thuyền', 'nhịp tim chậm', 'nhịp tim nhanh', 'nhíp xe', 'nhíu', 'nhịu', 'nhịu mồm', 'nho', 'nhô', 'nhỏ', 'nhơ', 'nhổ', 'nhọ', 'nhớ', 'nhờ', 'nhỡ', 'nhợ', 'nhơ bẩn', 'nhổ bão', 'nhỏ bé', 'nhỡ bước', 'nhô cằm', 'nhờ cậy', 'nhớ chừng', 'nhờ có', 'nhổ cỏ nhổ cả rễ', 'nhỏ con', 'nhỏ dại', 'nhơ danh', 'nhỡ dịp', 'nhơ đời', 'nhớ đời', 'nho gia', 'nho giả', 'nho giáo', 'nhỏ giọt', 'nhỡ hẹn', 'nho học', 'nho lâm', 'nhọ mặt', 'nhọ mặt người', 'nhỡ miệng', 'nhỏ mọn', 'nhớ mong', 'nhổ neo', 'nhỏ người', 'nhớ người hàng bánh', 'nho nhã', 'nhớ nhà', 'nhỏ nhắn', 'nhố nhăng', 'nhỡ nhàng', 'nhỏ nhặt', 'nhỏ nhẻ', 'nhỏ nhẹ', 'nhọ nhem', 'nhỏ nhen', 'nho nhỏ', 'nhỏ nhỏ', 'nhơ nhớ', 'nhờ nhờ', 'nhờ nhỡ', 'nhờ nhợ', 'nho nhoe', 'nhỏ nhoi', 'nhờ nhõi', 'nhỡ nhời', 'nhơ nhớp', 'nhớ nhung', 'nhơ nhuốc', 'nhọ nồi', 'nho phong', 'nho quan', 'nho quế', 'nhớ ra', 'nhỡ ra', 'nhổ sào', 'nho sĩ', 'nho sinh', 'nhỡ tàu', 'nhỡ tay', 'nhỡ thì', 'nhỏ thó', 'nhỡ thời', 'nhớ thương', 'nhỏ tí', 'nhớ tiếc', 'nhỏ to', 'nhỏ tuổi', 'nhờ vả', 'nhỏ xíu', 'nhỏ yếu', 'nhòa', 'nhoai']"
40,nhờm,"['nhớ mong', 'nhổ neo', 'nhỏ người', 'nhớ người hàng bánh', 'nho nhã', 'nhớ nhà', 'nhỏ nhắn', 'nhố nhăng', 'nhỡ nhàng', 'nhỏ nhặt', 'nhỏ nhẻ', 'nhỏ nhẹ', 'nhọ nhem', 'nhỏ nhen', 'nho nhỏ', 'nhỏ nhỏ', 'nhơ nhớ', 'nhờ nhờ', 'nhờ nhỡ', 'nhờ nhợ', 'nho nhoe', 'nhỏ nhoi', 'nhờ nhõi', 'nhỡ nhời', 'nhơ nhớp', 'nhớ nhung', 'nhơ nhuốc', 'nhọ nồi', 'nho phong', 'nho quan', 'nho quế', 'nhớ ra', 'nhỡ ra', 'nhổ sào', 'nho sĩ', 'nho sinh', 'nhỡ tàu', 'nhỡ tay', 'nhỡ thì', 'nhỏ thó', 'nhỡ thời', 'nhớ thương', 'nhỏ tí', 'nhớ tiếc', 'nhỏ to', 'nhỏ tuổi', 'nhờ vả', 'nhỏ xíu', 'nhỏ yếu', 'nhòa', 'nhoai', 'nhoái', 'nhoài', 'nhoáng', 'nhoang nhoáng', 'nhoáy', 'nhoay nhoáy', 'nhóc', 'nhốc', 'nhọc', 'nhọc công', 'nhọc lòng', 'nhọc mệt', 'nhóc nhách', 'nhọc nhằn', 'nhọc xác', 'nhóe', 'nhòe', 'nhoe nhoé', 'nhoe nhoét', 'nhoè nhoẹt', 'nhoèn', 'nhoẻn', 'nhoen nhoẻn', 'nhoèn nhoẹt', 'nhoét', 'nhoẹt', 'nhoi', 'nhói', 'nhôi', 'nhồi', 'nhơi', 'nhời', 'nhởi', 'nhồi gạc', 'nhồi máu', 'nhồi máu cơ tim', 'nhồi máu mạc treo ruột', 'nhồi máu não', 'nhồi máu phổi', 'nhồi nhét', 'nhoi nhói', 'nhồi sọ', 'nhóm', 'nhòm', 'nhôm', 'nhỏm', 'nhổm', 'nhớm', 'nhờm']"
40,nhóm thương,"['nhòa', 'nhoai', 'nhoái', 'nhoài', 'nhoáng', 'nhoang nhoáng', 'nhoáy', 'nhoay nhoáy', 'nhóc', 'nhốc', 'nhọc', 'nhọc công', 'nhọc lòng', 'nhọc mệt', 'nhóc nhách', 'nhọc nhằn', 'nhọc xác', 'nhóe', 'nhòe', 'nhoe nhoé', 'nhoe nhoét', 'nhoè nhoẹt', 'nhoèn', 'nhoẻn', 'nhoen nhoẻn', 'nhoèn nhoẹt', 'nhoét', 'nhoẹt', 'nhoi', 'nhói', 'nhôi', 'nhồi', 'nhơi', 'nhời', 'nhởi', 'nhồi gạc', 'nhồi máu', 'nhồi máu cơ tim', 'nhồi máu mạc treo ruột', 'nhồi máu não', 'nhồi máu phổi', 'nhồi nhét', 'nhoi nhói', 'nhồi sọ', 'nhóm', 'nhòm', 'nhôm', 'nhỏm', 'nhổm', 'nhớm', 'nhờm', 'nhóm 77', 'nhóm âm', 'nhóm amin', 'nhóm amino', 'nhóm bếp', 'nhóm cacbonyl', 'nhóm cacboxyl', 'nhóm chức', 'nhóm chức năng', 'nhôm clorua', 'nhóm con', 'nhóm công ty', 'nhóm địa phương', 'nhóm định chức', 'nhóm đối xứng điểm', 'nhóm đối xứng không gian', 'nhóm đối xứng màu', 'nhóm galilê', 'nhóm gia đình thân tộc', 'nhóm giáo dục đồng đẳng', 'nhóm hiđroxi', 'nhôm hiđroxit', 'nhóm hiđroxyl', 'nhóm họp', 'nhóm li', 'nhóm liên tục', 'nhóm lôrenxơ', 'nhóm lưu động nga', 'nhóm lưu vực sông', 'nhóm máu', 'nhòm ngó', 'nhóm người di biến động', 'nhóm nhà', 'nhóm nhà ở', 'nhôm nham', 'nhồm nhàm', 'nhom nhem', 'nhòm nhỏ', 'nhơm nhở', 'nhồm nhoàm', 'nhơm nhớp', 'nhóm những người yêu nước tại pháp', 'nhóm nitro', 'nhóm nitrozo', 'nhôm oxit', 'nhóm sản phẩm thủy sản tương tự', 'nhóm sunfo', 'nhóm thế', 'nhóm thương']"
40,nhỏn nhoẻn,"['nhớm', 'nhờm', 'nhóm 77', 'nhóm âm', 'nhóm amin', 'nhóm amino', 'nhóm bếp', 'nhóm cacbonyl', 'nhóm cacboxyl', 'nhóm chức', 'nhóm chức năng', 'nhôm clorua', 'nhóm con', 'nhóm công ty', 'nhóm địa phương', 'nhóm định chức', 'nhóm đối xứng điểm', 'nhóm đối xứng không gian', 'nhóm đối xứng màu', 'nhóm galilê', 'nhóm gia đình thân tộc', 'nhóm giáo dục đồng đẳng', 'nhóm hiđroxi', 'nhôm hiđroxit', 'nhóm hiđroxyl', 'nhóm họp', 'nhóm li', 'nhóm liên tục', 'nhóm lôrenxơ', 'nhóm lưu động nga', 'nhóm lưu vực sông', 'nhóm máu', 'nhòm ngó', 'nhóm người di biến động', 'nhóm nhà', 'nhóm nhà ở', 'nhôm nham', 'nhồm nhàm', 'nhom nhem', 'nhòm nhỏ', 'nhơm nhở', 'nhồm nhoàm', 'nhơm nhớp', 'nhóm những người yêu nước tại pháp', 'nhóm nitro', 'nhóm nitrozo', 'nhôm oxit', 'nhóm sản phẩm thủy sản tương tự', 'nhóm sunfo', 'nhóm thế', 'nhóm thương', 'nhóm tin', 'nhóm tĩnh định', 'nhóm trầm tích đệ tứ', 'nhóm trực giao của không gian ơclit.', 'nhóm tuần hoàn', 'nhóm xã hội', 'nhón', 'nhõn', 'nhơn', 'nhọn', 'nhớn', 'nhờn', 'nhỡn', 'nhộn', 'nhởn', 'nhơn ái', 'nhơn an', 'nhơn bình', 'nhơn châu', 'nhỡn điểm', 'nhơn đức', 'nhón gót', 'nhơn hải', 'nhơn hạnh', 'nhơn hậu', 'nhơn hoà', 'nhơn hoà lập', 'nhọn hoắt', 'nhơn hội', 'nhơn hưng', 'nhơn huynh', 'nhơn khánh', 'nhọn lểu', 'nhơn lộc', 'nhơn lý', 'nhơn mỹ', 'nhơn nghĩa', 'nhởn nha', 'nhớn nha nhớn nhác', 'nhởn nha nhởn nhơ', 'nhớn nhác', 'nhộn nhàng', 'nhôn nhao', 'nhốn nháo', 'nhộn nhạo', 'nhón nhén', 'nhộn nhịp', 'nhởn nhơ', 'nhỏn nhoẻn']"
40,nhợt nhạt,"['nhóm thế', 'nhóm thương', 'nhóm tin', 'nhóm tĩnh định', 'nhóm trầm tích đệ tứ', 'nhóm trực giao của không gian ơclit.', 'nhóm tuần hoàn', 'nhóm xã hội', 'nhón', 'nhõn', 'nhơn', 'nhọn', 'nhớn', 'nhờn', 'nhỡn', 'nhộn', 'nhởn', 'nhơn ái', 'nhơn an', 'nhơn bình', 'nhơn châu', 'nhỡn điểm', 'nhơn đức', 'nhón gót', 'nhơn hải', 'nhơn hạnh', 'nhơn hậu', 'nhơn hoà', 'nhơn hoà lập', 'nhọn hoắt', 'nhơn hội', 'nhơn hưng', 'nhơn huynh', 'nhơn khánh', 'nhọn lểu', 'nhơn lộc', 'nhơn lý', 'nhơn mỹ', 'nhơn nghĩa', 'nhởn nha', 'nhớn nha nhớn nhác', 'nhởn nha nhởn nhơ', 'nhớn nhác', 'nhộn nhàng', 'nhôn nhao', 'nhốn nháo', 'nhộn nhạo', 'nhón nhén', 'nhộn nhịp', 'nhởn nhơ', 'nhỏn nhoẻn', 'nhon nhón', 'nhon nhỏn', 'nhơn nhơn', 'nhôn nhốt', 'nhồn nhột', 'nhơn nhớt', 'nhờn nhợt', 'nhơn ninh', 'nhơn phong', 'nhơn phú', 'nhơn phúc', 'nhơn quý', 'nhơn sơn', 'nhơn tân', 'nhơn thành', 'nhơn thạnh', 'nhơn thạnh trung', 'nhơn thọ', 'nhơn trạch', 'nhóng', 'nhòng', 'nhông', 'nhồng', 'nhộng', 'nhông cát dẹp', 'nhỏng nha nhỏng nhảnh', 'nhõng nha nhõng nhẽo', 'nhóng nhánh', 'nhỏng nhảnh', 'nhõng nhẽo', 'nhong nhong', 'nhong nhóng', 'nhông nhông', 'nhớp', 'nhớp nháp', 'nhóp nhép', 'nhớp nhơ', 'nhớp nhúa', 'nhót', 'nhốt', 'nhọt', 'nhớt', 'nhột', 'nhợt', 'nhọt bọc', 'nhớt kế', 'nhớt nhát', 'nhột nhạt', 'nhợt nhạt']"
40,như thường,"['nhởn nhơ', 'nhỏn nhoẻn', 'nhon nhón', 'nhon nhỏn', 'nhơn nhơn', 'nhôn nhốt', 'nhồn nhột', 'nhơn nhớt', 'nhờn nhợt', 'nhơn ninh', 'nhơn phong', 'nhơn phú', 'nhơn phúc', 'nhơn quý', 'nhơn sơn', 'nhơn tân', 'nhơn thành', 'nhơn thạnh', 'nhơn thạnh trung', 'nhơn thọ', 'nhơn trạch', 'nhóng', 'nhòng', 'nhông', 'nhồng', 'nhộng', 'nhông cát dẹp', 'nhỏng nha nhỏng nhảnh', 'nhõng nha nhõng nhẽo', 'nhóng nhánh', 'nhỏng nhảnh', 'nhõng nhẽo', 'nhong nhong', 'nhong nhóng', 'nhông nhông', 'nhớp', 'nhớp nháp', 'nhóp nhép', 'nhớp nhơ', 'nhớp nhúa', 'nhót', 'nhốt', 'nhọt', 'nhớt', 'nhột', 'nhợt', 'nhọt bọc', 'nhớt kế', 'nhớt nhát', 'nhột nhạt', 'nhợt nhạt', 'nhớt nhợt', 'nhu', 'nhú', 'nhũ', 'nhủ', 'như', 'nhứ', 'nhừ', 'nhử', 'như ai', 'nhữ bá sĩ', 'nhũ bộ', 'nhu cầu', 'nhu cầu có khả năng thanh toán', 'nhu cầu năng lượng của cơ thể', 'nhu cầu văn hoá', 'như chơi', 'như cố', 'nhũ đá', 'nhũ danh', 'nhu đạo', 'nhữ đình hiền', 'nhữ đình toản', 'nhừ đòn', 'nhu động', 'như hệt', 'nhũ hoá', 'như hoà', 'nhũ hương', 'như in', 'như không', 'như khuê', 'như là', 'như lai', 'nhũ mẫu', 'nhu mì', 'nhu mô', 'như nguyện', 'như nhau', 'nhu nhú', 'nhu nhược', 'nhu phí', 'như quả', 'như quỳnh', 'như sau', 'như thanh', 'như thế', 'như thể', 'như thường']"
40,nhuận tràng,"['nhột nhạt', 'nhợt nhạt', 'nhớt nhợt', 'nhu', 'nhú', 'nhũ', 'nhủ', 'như', 'nhứ', 'nhừ', 'nhử', 'như ai', 'nhữ bá sĩ', 'nhũ bộ', 'nhu cầu', 'nhu cầu có khả năng thanh toán', 'nhu cầu năng lượng của cơ thể', 'nhu cầu văn hoá', 'như chơi', 'như cố', 'nhũ đá', 'nhũ danh', 'nhu đạo', 'nhữ đình hiền', 'nhữ đình toản', 'nhừ đòn', 'nhu động', 'như hệt', 'nhũ hoá', 'như hoà', 'nhũ hương', 'như in', 'như không', 'như khuê', 'như là', 'như lai', 'nhũ mẫu', 'nhu mì', 'nhu mô', 'như nguyện', 'như nhau', 'nhu nhú', 'nhu nhược', 'nhu phí', 'như quả', 'như quỳnh', 'như sau', 'như thanh', 'như thế', 'như thể', 'như thường', 'như thuỵ', 'như trước', 'nhừ tử', 'nhũ tương', 'như tuồng', 'nhũ tương ảnh', 'như vầy', 'như vậy', 'nhú vị giác', 'như vợ chồng ngâu', 'như vợ chồng sam', 'như xưa', 'như xuân', 'như ý', 'như ý sở cầu', 'như ý, văn quân', 'nhu yếu', 'nhu yếu phẩm', 'nhựa', 'nhựa ankit', 'nhựa canađa', 'nhựa cánh kiến đỏ', 'nhựa đường', 'nhựa epoxi', 'nhựa gutta - pecca', 'nhựa kết', 'nhựa mủ', 'nhựa phenol - fomanđehit', 'nhựa sống', 'nhựa than đá', 'nhựa thiên nhiên', 'nhựa thông', 'nhựa tổng hợp', 'nhựa trao đổi ion', 'nhựa ure - fomanđehit', 'nhuần', 'nhuận', 'nhuận bút', 'nhuận đức', 'nhuần miệng', 'nhuần nhã', 'nhuần nhị', 'nhuần nhụy', 'nhuần nhuyễn', 'nhuận phú tân', 'nhuận sắc', 'nhuận sơn', 'nhuận trạch', 'nhuận tràng']"
